shot_id,MatchId,goal,x,y,dist,angle,y_off,n_def_cone,n_def_3m,n_def_5m,d_def_min,n_att_box,n_def_box,shooter_speed,ball_z,ball_speed,gk_dist_goal,gk_dist_shot,gk_in_cone,gk_off_line,ev.EventId,ev.MatchId,setpiece_parent,outcome,xG,DistanceToGoal,AngleToGoal,Pressure,GoalDistanceGoalkeeper,AmountOfDefenders,PlayerSpeed,TypeOfShot,TakerBallControl,TakerSetup,BuildUp,ShotOrigin,InsideBox,CounterAttack,ChanceEvaluation,ShotCondition,AssistTypeShotAtGoal,SetupOrigin,ExtendedTypeOfShot,Player,Team
18232100000022,DFL-MAT-J03WOH,0,96.49,38.3,9.534678809482786,38.78650306608055,4.299999999999997,1,5,9,1.866252930339288,7,10,2.9,0.08,7.42,1.086001841619066,8.57580899973874,1,0.4833618512053435,18232100000022,DFL-MAT-J03WOH,openPlay,BlockedShot,0.0897,9.53,38.79,1.51,0.65,3.0,2.9,rightLeg,controlShot,teammateAction,cornerKick,3,1,0,chance,notComplicated,others,left,,DFL-OBJ-002GEE,DFL-CLU-000011
18232100000067,DFL-MAT-J03WOH,0,88.83,25.41,18.31002457671753,20.190978281830997,8.59,1,1,1,2.9435352894096654,2,2,10.45,0.11,13.75,6.9164730896606486,11.393585914890895,1,0.017214613704058992,18232100000067,DFL-MAT-J03WOH,openPlay,ShotWide,0.1467,18.31,20.19,0.5,6.1,1.0,10.45,rightLeg,dribblingMore10m,otherPassFromOpenPlay,passOpenPlay,4,1,0,chance,notComplicated,direct,insideRight,,DFL-OBJ-002GAB,DFL-CLU-000011
18232100000117,DFL-MAT-J03WOH,0,86.61,48.19,23.228176854845927,14.351133252531378,14.189999999999998,0,1,1,1.527383383437179,1,4,14.7,0.11,12.27,2.22766694099454,21.016034354749237,1,0.24971826399668298,18232100000117,DFL-MAT-J03WOH,openPlay,SavedShot,0.0246,23.23,14.35,0.79,1.6,2.0,14.7,rightLeg,dribblingMore10m,freeKick,run,7,0,0,chance,notComplicated,others,insideLeft,scoop,DFL-OBJ-002GM1,DFL-CLU-00000P
18232100000253,DFL-MAT-J03WOH,0,98.09,38.11,8.039912934851966,44.626720513333346,4.109999999999999,0,2,3,1.0040418317978603,3,7,8.58,1.96,61.41,2.058008746337092,6.189830369242769,1,0.7893369059371383,18232100000253,DFL-MAT-J03WOH,openPlay,OtherShot,0.0607,8.04,44.63,1.07,1.23,2.0,8.58,head,volley,crossFromOpenPlay,crossOpenPlay,3,1,0,chance,complicated,direct,left,frontalVolley,DFL-OBJ-002GM1,DFL-CLU-00000P
18232100000298,DFL-MAT-J03WOH,0,91.09,31.59,14.117230606602696,28.710336500184884,2.41,1,3,3,1.6430459518832756,3,7,5.95,2.44,42.35,1.1872657663724666,13.030771274180202,1,0.45989189954603965,18232100000298,DFL-MAT-J03WOH,openPlay,OtherShot,0.066,14.12,28.71,1.04,1.0,2.0,5.95,rightLeg,controlShot,crossFromOpenPlay,crossOpenPlay,3,1,0,chance,notComplicated,direct,right,,DFL-OBJ-0027XP,DFL-CLU-000011
18232100000402,DFL-MAT-J03WOH,0,84.73,47.510000000000005,24.359659275121235,14.349793047932641,13.510000000000005,0,1,2,1.1892854997854798,2,5,9.39,0.15,11.38,2.4410038918445003,21.928285386687214,1,0.2055160108545968,18232100000402,DFL-MAT-J03WOH,openPlay,BlockedShot,0.0192,24.36,14.35,0.98,1.91,2.0,9.39,rightLeg,dribblingLess10m,oppositionDefensiveAction,lossOfPossession,7,0,0,none,notComplicated,indirect,insideLeft,,DFL-OBJ-00003X,DFL-CLU-00000P
18232100000445,DFL-MAT-J03WOH,0,87.28,30.509999999999998,18.060412509131677,22.523680636104867,3.490000000000002,0,0,2,3.0486882425069384,2,3,20.44,0.16,23.1,3.7881129866993244,14.294645850807207,1,0.3654899906999661,18232100000445,DFL-MAT-J03WOH,openPlay,SavedShot,0.1649,18.06,22.52,0.29,3.77,0.0,20.44,leftLeg,dribblingMore10m,oppositionMisplacedPass,lossOfPossession,8,0,0,chance,notComplicated,,insideRight,,DFL-OBJ-002FXT,DFL-CLU-00000P
18232100000478,DFL-MAT-J03WOH,0,91.67,18.18,20.68722552688011,13.244544066829777,15.82,1,1,2,1.430034964607513,2,3,14.27,0.14,18.84,3.6741393550054635,17.018225524419407,1,0.1761956911652566,18232100000478,DFL-MAT-J03WOH,openPlay,BlockedShot,0.0279,20.69,13.24,0.74,2.23,1.0,14.27,rightLeg,dribblingMore10m,otherPassFromOpenPlay,run,4,1,1,chance,notComplicated,others,right,,DFL-OBJ-00003X,DFL-CLU-00000P
18232100000487,DFL-MAT-J03WOH,0,95.35,31.75,9.908834442052209,39.79766067471823,2.25,0,4,7,1.7687566254292888,5,10,5.35,2.33,65.21,1.255388386118013,8.672542879686452,1,0.20406032735987525,18232100000487,DFL-MAT-J03WOH,openPlay,ShotWide,0.0864,9.91,39.8,1.02,1.16,1.0,5.35,head,volley,cornerKick,cornerKick,3,1,0,chance,notComplicated,direct,right,frontalVolley,DFL-OBJ-J014UG,DFL-CLU-00000P
18232100000533,DFL-MAT-J03WOH,0,87.33,27.39,18.865868652145334,20.687533261546047,6.609999999999999,0,2,3,1.4676852523616846,3,6,7.45,0.12,8.82,1.8532134253776633,17.03545127080583,1,0.27535440301124064,18232100000533,DFL-MAT-J03WOH,openPlay,SavedShot,0.0368,18.87,20.69,0.96,1.62,2.0,7.45,leftLeg,controlShot,otherPassFromOpenPlay,passOpenPlay,8,0,0,chance,notComplicated,direct,right,,DFL-OBJ-002G2Y,DFL-CLU-000011
18232100000570,DFL-MAT-J03WOH,0,94.71,29.97,11.051018052650178,34.71246236287134,4.030000000000001,2,2,3,0.6609841147864354,5,6,10.48,2.53,18.14,0.5119570294468081,10.545638909046723,1,0.07991118970149787,18232100000570,DFL-MAT-J03WOH,openPlay,ShotWide,0.0119,11.05,34.71,1.91,0.5,3.0,10.48,head,volley,crossFromOpenPlay,crossOpenPlay,3,1,0,chance,complicated,direct,left,frontalVolley,DFL-OBJ-002G2Y,DFL-CLU-000011
18232100000606,DFL-MAT-J03WOH,0,77.59,29.27,27.81512178653906,14.783453875453448,4.73,0,1,2,2.607259097213009,0,0,2.89,0.29,3.69,2.9519485090360207,24.989297709219443,1,0.8090203657094975,18232100000606,DFL-MAT-J03WOH,openPlay,ShotWide,0.0152,27.82,14.78,0.57,2.66,1.0,2.89,rightLeg,controlShot,otherPassFromOpenPlay,passOpenPlay,8,0,0,chance,notComplicated,direct,insideRight,,DFL-OBJ-0027B0,DFL-CLU-000011
18232100000680,DFL-MAT-J03WOH,0,96.11,40.489999999999995,11.006916007674445,31.128007531435152,6.489999999999995,0,1,2,0.629682459657237,4,6,10.72,3.49,46.0,2.806171769510912,8.215716645551986,1,0.25007913189133185,18232100000680,DFL-MAT-J03WOH,openPlay,SavedShot,0.022,11.01,31.13,0.89,2.11,1.0,10.72,rightLeg,volley,crossFromOpenPlay,crossOpenPlay,3,1,0,chance,veryComplicated,direct,left,frontalVolley,DFL-OBJ-00003X,DFL-CLU-00000P
18232100000853,DFL-MAT-J03WOH,0,71.57,37.92,33.65904484681644,12.329766397016861,3.9200000000000017,1,0,0,5.261340133464103,0,0,7.64,0.2,7.82,2.3768256141332755,31.284360309905654,1,0.09723983597560723,18232100000853,DFL-MAT-J03WOH,openPlay,ShotWide,0.016,33.66,12.33,0.17,2.37,1.0,7.64,leftLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,8,0,0,none,notComplicated,others,insideRight,,DFL-OBJ-002651,DFL-CLU-000011
18232100000915,DFL-MAT-J03WOH,0,85.38,25.0,21.585745296375574,17.607070076797264,9.0,1,1,2,1.830682932678405,1,2,11.28,0.13,12.62,1.8474306482247187,19.738454853407347,1,0.02176436317345258,18232100000915,DFL-MAT-J03WOH,openPlay,BlockedShot,0.0363,21.59,17.61,0.98,1.67,1.0,11.28,rightLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,9,0,0,none,notComplicated,others,insideLeft,,DFL-OBJ-002G2Y,DFL-CLU-000011
18232100000968,DFL-MAT-J03WOH,1,95.56,24.26,13.563966971354654,22.05188083951833,9.739999999999998,1,1,2,1.8343936327844088,4,6,10.42,0.12,14.78,3.186000627746327,10.411387995843782,1,0.4031711380268777,18232100000968,DFL-MAT-J03WOH,openPlay,SuccessfulShot,0.0844,13.56,22.05,0.87,1.91,2.0,10.42,rightLeg,controlShot,otherPassFromOpenPlay,passOpenPlay,4,1,1,chance,notComplicated,direct,insideLeft,,DFL-OBJ-00003X,DFL-CLU-00000P
18232100001006,DFL-MAT-J03WOH,0,77.99,28.42,27.580364392081556,14.81956893712936,5.579999999999998,0,1,3,0.5793962374748451,0,0,14.38,0.19,14.08,3.959797974644668,23.629399061338823,1,0.24466681817798297,18232100001006,DFL-MAT-J03WOH,openPlay,BlockedShot,0.0227,27.58,14.82,1.33,3.92,1.0,14.38,rightLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,8,0,0,none,notComplicated,others,insideLeft,,DFL-OBJ-002GAB,DFL-CLU-000011
18232100001062,DFL-MAT-J03WOH,0,86.18,19.17,23.960828449784447,13.803368790998107,14.829999999999998,1,1,2,0.6762396025078679,4,6,5.55,0.21,7.48,2.5019992006393577,21.45919150387544,1,0.04029076048114277,18232100001062,DFL-MAT-J03WOH,openPlay,SavedShot,0.0152,23.96,13.8,0.69,1.94,2.0,5.55,leftLeg,dribblingLess10m,oppositionMisplacedPass,lossOfPossession,9,0,0,chance,notComplicated,,right,,DFL-OBJ-J0130T,DFL-CLU-00000P
18232100001165,DFL-MAT-J03WOH,1,99.61,26.24,9.448264390881535,27.47459092883927,7.760000000000002,0,1,1,1.2020815280171304,2,4,24.73,0.33,51.39,3.1925068519895135,6.375970514360935,1,0.7117815211109417,18232100001165,DFL-MAT-J03WOH,openPlay,SuccessfulShot,0.1548,9.45,27.47,0.48,2.36,0.0,24.73,rightLeg,direct,otherPassFromOpenPlay,passOpenPlay,3,1,1,chance,complicated,direct,right,,DFL-OBJ-0000F8,DFL-CLU-00000P
18232100001191,DFL-MAT-J03WOH,0,82.83,22.659999999999997,24.90189751806075,14.975082867650091,11.340000000000003,2,0,1,4.821711314460884,4,6,4.81,0.13,6.64,2.414725657295255,22.49343459767761,1,0.165180183438498,18232100001191,DFL-MAT-J03WOH,openPlay,ShotWide,0.0169,24.9,14.98,0.31,2.22,3.0,4.81,rightLeg,controlShot,otherPassFromOpenPlay,passOpenPlay,9,0,0,chance,notComplicated,direct,insideLeft,,DFL-OBJ-0028SW,DFL-CLU-000011
18232100001245,DFL-MAT-J03WOH,1,102.78,38.88,5.361231201878914,46.63732247431692,4.880000000000003,0,0,2,3.4047173157253465,4,7,6.25,0.16,20.37,1.5580115532305956,3.852401848198082,1,0.328916984475885,18232100001245,DFL-MAT-J03WOH,openPlay,SuccessfulShot,0.8492,5.36,46.64,0.79,1.0,0.0,6.56,leftLeg,direct,oppositionOtherAction,lossOfPossession,3,1,0,sitter,notComplicated,,insideLeft,,DFL-OBJ-002G5J,DFL-CLU-00000P
18233800000127,DFL-MAT-J03WOY,0,59.9,16.78,48.27565017687489,8.108573161187717,17.22,0,2,3,0.9617692030835663,0,0,16.29,0.15,16.64,13.59425246197818,34.90108451037017,1,2.0686992227779206,18233800000127,DFL-MAT-J03WOY,openPlay,ShotWide,0.0543,48.28,8.11,0.92,13.29,1.0,16.29,rightLeg,dribblingLess10m,oppositionMisplacedPass,lossOfPossession,9,0,1,none,notComplicated,,right,,DFL-OBJ-002FXA,DFL-CLU-00000Q
18233800000186,DFL-MAT-J03WOY,1,89.11,24.259999999999998,18.63758836330495,19.202478043558283,9.740000000000002,0,0,1,3.298742184530342,1,0,23.78,1.38,50.26,7.276462052398819,11.401491130549546,1,0.598425063510853,18233800000186,DFL-MAT-J03WOY,openPlay,SuccessfulShot,0.223,18.64,19.2,0.04,5.9,0.0,23.78,rightLeg,volley,longPassFromOpenPlay,passOpenPlay,4,1,0,chance,notComplicated,direct,right,frontalVolley,DFL-OBJ-002FXT,DFL-CLU-00000P
18233800000273,DFL-MAT-J03WOY,0,89.88,31.96,15.256998394179641,26.77115021446211,2.039999999999999,0,2,2,1.3223085872821045,1,2,17.04,0.44,9.72,5.690773233928766,9.56715736256073,1,0.08156257003177853,18233800000273,DFL-MAT-J03WOY,openPlay,ShotWide,0.1752,15.26,26.77,0.7,5.65,1.0,17.04,rightLeg,direct,reboundTeammate,passOpenPlay,3,1,0,chance,notComplicated,others,insideLeft,,DFL-OBJ-J01H9X,DFL-CLU-00000P
18233800000443,DFL-MAT-J03WOY,1,96.42,27.200000000000003,10.947894774795742,30.538100885883296,6.799999999999997,0,2,3,0.9633794683301095,2,4,22.09,0.14,17.55,4.77648406257155,6.1720661046362695,1,0.05940868206893459,18233800000443,DFL-MAT-J03WOY,openPlay,SuccessfulShot,0.449,10.95,30.54,0.24,3.78,0.0,22.09,leftLeg,dribblingLess10m,oneTwo,passOpenPlay,3,1,0,sitter,notComplicated,direct,insideRight,,DFL-OBJ-00028V,DFL-CLU-00000P
18233800000484,DFL-MAT-J03WOY,0,94.82,21.799999999999997,15.889380101187088,17.31168015043276,12.200000000000003,0,0,1,3.5438397254954976,5,8,7.65,1.55,31.84,2.6945314991664135,13.226704049006319,1,0.37686806923025284,18233800000484,DFL-MAT-J03WOY,openPlay,SavedShot,0.0206,15.89,17.31,0.42,1.42,1.0,7.65,rightLeg,volley,oppositionDefensiveAction,passOpenPlay,4,1,0,chance,complicated,indirect,insideRight,overHeadKick,DFL-OBJ-0000NZ,DFL-CLU-00000P
18233800000694,DFL-MAT-J03WOY,0,93.84,31.49,11.43878052940959,34.820143815432225,2.5100000000000016,1,2,3,0.3966106403010397,3,5,5.71,2.1,53.41,1.2889142717807207,10.151659962784398,1,0.06403654638855534,18233800000694,DFL-MAT-J03WOY,openPlay,SavedShot,0.03,11.44,34.82,1.76,1.27,2.0,5.71,head,volley,crossFromOpenPlay,crossOpenPlay,3,1,0,chance,notComplicated,direct,right,frontalVolley,DFL-OBJ-00019R,DFL-CLU-00000Q
18233800000701,DFL-MAT-J03WOY,0,92.76,26.2,14.514048367013247,24.427645002246116,7.800000000000001,0,1,3,1.042353107157073,4,7,2.14,2.25,51.07,3.006958596322879,11.560181659472297,1,0.5019412789444389,18233800000701,DFL-MAT-J03WOY,openPlay,ShotWide,0.0206,14.51,24.43,1.02,2.77,2.0,2.14,rightLeg,volley,otherPassFromOpenPlay,passOpenPlay,3,1,0,none,complicated,direct,right,backHeel,DFL-OBJ-002FXA,DFL-CLU-00000Q
18233800000878,DFL-MAT-J03WOY,0,76.31,37.510000000000005,28.903913229872522,14.331101336734626,3.510000000000005,1,1,1,0.9095603333479243,3,4,19.2,0.17,16.29,1.0720074626605935,27.83234449341269,1,0.03009281106964265,18233800000878,DFL-MAT-J03WOY,openPlay,BlockedShot,0.0173,28.9,14.33,0.55,1.06,4.0,19.2,rightLeg,dribblingMore10m,throwIn,throwIn,8,0,0,chance,notComplicated,others,left,,DFL-OBJ-0028KZ,DFL-CLU-00000Q
18233800000897,DFL-MAT-J03WOY,0,98.49,28.2,8.718950624931884,37.26879143526289,5.800000000000001,0,1,2,1.610031055601102,3,5,16.11,0.09,64.29,3.6072149922065875,5.780908233141239,1,1.6855010003127378,18233800000897,DFL-MAT-J03WOY,openPlay,BlockedShot,0.2743,8.72,37.27,0.72,1.26,1.0,16.11,rightLeg,direct,otherPassFromOpenPlay,passOpenPlay,3,1,0,chance,notComplicated,direct,insideRight,,DFL-OBJ-002FXT,DFL-CLU-00000P
18233800000971,DFL-MAT-J03WOY,1,97.92,29.64,8.314806071099913,42.91567443954944,4.359999999999999,0,1,3,0.5371219600798327,5,9,11.88,1.74,35.17,2.8876461001999547,5.847674751557234,1,1.2511175740054108,18233800000971,DFL-MAT-J03WOY,openPlay,SuccessfulShot,0.1451,8.31,42.92,1.32,1.56,2.0,11.88,head,volley,crossFromOpenPlay,crossOpenPlay,3,1,0,chance,notComplicated,direct,right,frontalVolley,DFL-OBJ-0025BB,DFL-CLU-00000Q
18233800001002,DFL-MAT-J03WOY,0,88.76,26.31,17.968686652062242,21.012792788114638,7.690000000000001,0,1,2,0.9928242543370916,3,5,15.85,0.23,10.38,3.6385299229221637,14.334050369661744,1,0.15030035596341065,18233800001002,DFL-MAT-J03WOY,openPlay,ShotWide,0.0704,17.97,21.01,0.78,3.35,1.0,15.85,leftLeg,direct,otherPassFromOpenPlay,passOpenPlay,3,1,0,chance,notComplicated,direct,insideRight,,DFL-OBJ-00028V,DFL-CLU-00000P
18233800001023,DFL-MAT-J03WOY,0,85.81,13.09,28.381053539289198,10.05640856090784,20.91,0,0,1,4.72289106374475,1,2,21.78,0.11,23.1,2.9041005492234655,25.477346800638397,1,0.04531191903146297,18233800001023,DFL-MAT-J03WOY,openPlay,ShotWide,0.0247,28.38,10.06,0.23,1.93,0.0,21.78,rightLeg,direct,otherPassFromOpenPlay,passOpenPlay,10,0,0,chance,notComplicated,others,insideRight,,DFL-OBJ-0000NZ,DFL-CLU-00000P
18233800001057,DFL-MAT-J03WOY,0,84.62,51.11,26.610082675557397,12.119761217351822,17.11,1,1,1,1.1808894952534592,3,4,12.42,0.0,14.47,2.24661968299042,24.380820330743592,1,0.26679360927056167,18233800001057,DFL-MAT-J03WOY,openPlay,ShotWide,0.0198,26.61,12.12,0.77,1.88,2.0,12.42,rightLeg,dribblingLess10m,oppositionDefensiveAction,passOpenPlay,7,0,0,chance,notComplicated,indirect,left,,DFL-OBJ-002FXT,DFL-CLU-00000P
18233800001164,DFL-MAT-J03WOY,0,85.15,42.629999999999995,21.644846961805936,17.706838173098554,8.629999999999995,1,2,3,1.9320973060381743,2,3,5.71,0.15,30.71,2.9274562336608922,18.73307769695091,1,0.2815543122459449,18233800001164,DFL-MAT-J03WOY,openPlay,BlockedShot,0.0191,21.64,17.71,1.05,2.56,3.0,5.71,leftLeg,dribblingLess10m,teammateAction,lossOfPossession,8,0,0,none,notComplicated,others,right,,DFL-OBJ-J01GG9,DFL-CLU-00000Q
18233800001217,DFL-MAT-J03WOY,1,97.23,25.5,11.516201630746135,25.503090781106874,8.5,0,2,2,1.241692393469499,2,4,19.28,0.14,17.58,5.4640003660322,6.100573743509699,1,0.5275089994761046,18233800001217,DFL-MAT-J03WOY,openPlay,SuccessfulShot,0.2686,11.52,25.5,0.71,3.36,1.0,19.28,rightLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,3,1,0,chance,notComplicated,direct,right,,DFL-OBJ-0026RH,DFL-CLU-00000P
18233800001240,DFL-MAT-J03WOY,0,93.28999999999999,37.55,12.23628211508709,32.159352370419484,3.549999999999997,1,2,3,0.439658958739626,5,4,6.9,2.19,48.97,0.9873196037757882,11.26489236522038,1,0.16947958378983743,18233800001240,DFL-MAT-J03WOY,openPlay,ShotWide,0.0272,12.24,32.16,1.25,0.98,1.0,6.9,head,volley,longPassFromOpenPlay,passOpenPlay,3,1,0,chance,notComplicated,direct,right,frontalVolley,DFL-OBJ-00019R,DFL-CLU-00000Q
18233800001256,DFL-MAT-J03WOY,0,84.97,38.2,20.46560284965972,19.881312595116253,4.200000000000003,0,1,2,2.4003333101884055,1,2,20.68,0.27,21.63,3.278353245152215,17.192850258174172,1,0.17556287134047394,18233800001256,DFL-MAT-J03WOY,openPlay,ShotWide,0.0765,20.47,19.88,0.62,3.24,2.0,20.68,rightLeg,dribblingMore10m,oppositionDefensiveAction,run,8,0,0,chance,notComplicated,indirect,insideLeft,,DFL-OBJ-002GM1,DFL-CLU-00000P
18233800001287,DFL-MAT-J03WOY,0,70.25999999999999,39.019999999999996,35.10082620110246,11.786614045983164,5.019999999999996,0,1,1,0.6744627491566836,0,0,18.43,0.19,14.34,3.6200552481971924,31.51911166260877,1,0.49792560151905885,18233800001287,DFL-MAT-J03WOY,openPlay,ShotWide,0.0202,35.1,11.79,0.77,3.62,3.0,18.43,leftLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,8,0,0,none,notComplicated,others,insideRight,,DFL-OBJ-0026ZT,DFL-CLU-00000Q
18233800001334,DFL-MAT-J03WOY,0,76.45,30.5,28.763735849155616,14.399827564937553,3.5,2,0,0,9.914040548636061,5,5,9.84,0.21,0.39,1.3880922159568545,27.76809860253308,1,0.9501895074871631,18233800001334,DFL-MAT-J03WOY,FreeKick,SavedShot,0.0717,28.76,14.4,0.0,1.12,3.0,9.84,leftLeg,setPiece,ownSetPiece,freeKick,8,0,0,chance,notComplicated,,insideRight,,DFL-OBJ-J01GG9,DFL-CLU-00000Q
18233800001353,DFL-MAT-J03WOY,0,92.49,38.51,13.298127687761164,29.26062673953461,4.509999999999998,0,1,1,2.836987839240768,1,2,21.11,0.3,18.77,8.985326927830734,4.316769625541766,1,0.152119158989708,18233800001353,DFL-MAT-J03WOY,openPlay,ShotWide,0.467,13.3,29.26,0.57,8.4,0.0,21.11,leftLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,3,1,0,sitter,notComplicated,direct,insideRight,,DFL-OBJ-J01H9X,DFL-CLU-00000P
18233800001371,DFL-MAT-J03WOY,0,96.17,43.03,12.629718920071024,23.862853119107882,9.030000000000001,0,2,3,0.5035871324805671,3,6,19.5,3.52,35.66,3.215493741247206,9.469973600807984,1,0.5160368208703855,18233800001371,DFL-MAT-J03WOY,openPlay,ShotWide,0.0211,12.63,23.86,1.65,1.85,2.0,19.5,head,volley,longPassFromOpenPlay,passOpenPlay,3,1,0,chance,complicated,direct,right,frontalVolley,DFL-OBJ-0026ZT,DFL-CLU-00000Q
18237400000209,DFL-MAT-J03WPY,0,95.2,38.96,10.983697009659359,33.778250810386986,4.960000000000001,1,1,3,1.8414125013152343,6,7,5.25,0.1,10.07,3.253997541486469,8.067149434589645,1,1.2330274577029725,18237400000209,DFL-MAT-J03WPY,openPlay,BlockedShot,0.1432,10.98,33.78,0.81,2.13,1.0,5.25,leftLeg,controlShot,otherPassFromOpenPlay,passOpenPlay,3,1,0,chance,notComplicated,direct,left,,DFL-OBJ-0000F8,DFL-CLU-00000P
18237400000279,DFL-MAT-J03WPY,0,92.39,26.64,14.600743131772436,24.79788759126302,7.359999999999999,0,1,1,1.9123022773609921,3,5,10.34,0.16,35.58,3.201562118716427,11.766923982077895,1,1.3352608031008704,18237400000279,DFL-MAT-J03WPY,openPlay,BlockedShot,0.0934,14.6,24.8,0.68,1.84,2.0,10.34,rightLeg,direct,otherPassFromOpenPlay,passOpenPlay,3,1,0,chance,notComplicated,direct,right,,DFL-OBJ-0028BZ,DFL-CLU-000005
18237400000283,DFL-MAT-J03WPY,0,88.03,36.73,17.188187804419638,23.77052627522746,2.729999999999997,4,1,1,2.1486972797488284,5,9,12.72,0.51,14.5,0.7969943538068429,16.400128048280607,1,0.11624262096358473,18237400000283,DFL-MAT-J03WPY,openPlay,ShotWide,0.0554,17.19,23.77,0.77,0.76,4.0,12.72,rightLeg,dribblingLess10m,oppositionDefensiveAction,cornerKick,8,0,0,chance,notComplicated,indirect,right,,DFL-OBJ-0028T3,DFL-CLU-000005
18237400000357,DFL-MAT-J03WPY,0,91.78999999999999,51.230000000000004,21.711218298382068,11.922204217125937,17.230000000000004,0,1,1,1.2844454056128711,1,3,18.5,0.08,20.29,4.501399782289954,17.222914968146362,1,0.3055931688777824,18237400000357,DFL-MAT-J03WPY,openPlay,ShotWide,0.0289,21.71,11.92,0.76,2.49,1.0,18.5,leftLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,2,1,0,chance,notComplicated,direct,left,,DFL-OBJ-0026RH,DFL-CLU-00000P
18237400000369,DFL-MAT-J03WPY,0,67.78,24.380000000000003,38.44311121644553,10.538787639936361,9.619999999999997,0,1,1,2.056817930688077,0,0,17.0,0.16,14.75,3.079025819963201,35.36948402224719,1,0.1748141549252426,18237400000369,DFL-MAT-J03WPY,openPlay,ShotWide,0.0205,38.44,10.54,0.6,3.02,2.0,17.0,rightLeg,dribblingMore10m,oppositionDefensiveAction,passOpenPlay,9,0,0,none,notComplicated,indirect,right,,DFL-OBJ-002FXT,DFL-CLU-00000P
18237400000411,DFL-MAT-J03WPY,0,81.56,46.14,26.39721955055115,14.093546107177453,12.14,2,1,1,2.9230805667993525,7,7,9.02,0.1,11.87,1.9156461051039688,24.485965367940874,1,0.12486163528276718,18237400000411,DFL-MAT-J03WPY,openPlay,BlockedShot,0.0171,26.4,14.09,0.5,1.64,3.0,9.02,rightLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,7,0,0,chance,notComplicated,direct,left,,DFL-OBJ-0000F8,DFL-CLU-00000P
18237400000414,DFL-MAT-J03WPY,0,93.38,32.51,11.715139777228444,34.48095753561881,1.490000000000002,0,1,3,1.786309043810728,6,6,9.65,0.05,38.27,1.6671532623007452,10.264214534001129,1,0.7680403453221702,18237400000414,DFL-MAT-J03WPY,openPlay,BlockedShot,0.0915,11.72,34.48,1.07,1.37,3.0,9.65,rightLeg,volley,crossFromOpenPlay,crossOpenPlay,3,1,0,chance,notComplicated,direct,right,frontalVolley,DFL-OBJ-002G5J,DFL-CLU-00000P
18237400000433,DFL-MAT-J03WPY,0,79.64,40.34,26.140489666415966,15.48787062610753,6.340000000000003,1,0,1,3.833027524033713,1,0,19.01,0.13,18.08,3.779272416749026,22.364715513504745,1,0.15037208752252446,18237400000433,DFL-MAT-J03WPY,openPlay,SavedShot,0.0291,26.14,15.49,0.45,3.7,2.0,19.01,rightLeg,dribblingMore10m,teammateAction,lossOfPossession,8,0,0,chance,notComplicated,others,left,,DFL-OBJ-0000EJ,DFL-CLU-000005
18237400000500,DFL-MAT-J03WPY,0,81.77,22.659999999999997,25.8501160538981,14.556761844759453,11.340000000000003,2,1,1,1.6018114745499925,1,2,9.17,0.2,10.24,2.939931972002072,22.941536565801346,1,0.4033869704204906,18237400000500,DFL-MAT-J03WPY,openPlay,ShotWide,0.0198,25.85,14.56,0.8,2.44,2.0,9.17,rightLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,9,0,0,chance,notComplicated,direct,insideRight,,DFL-OBJ-0000F8,DFL-CLU-00000P
18237400000677,DFL-MAT-J03WPY,0,91.67,25.21,15.967247727770742,21.995937091600325,8.79,0,0,1,3.426543447849451,4,7,5.98,0.0,7.56,5.260608329841702,10.772418484258777,1,0.6808311729950094,18237400000677,DFL-MAT-J03WPY,openPlay,SavedShot,0.1423,15.97,22.0,0.39,3.98,1.0,5.98,rightLeg,dribblingLess10m,teammateAction,passOpenPlay,4,1,0,chance,notComplicated,others,left,,DFL-OBJ-0000F8,DFL-CLU-00000P
18237400000708,DFL-MAT-J03WPY,0,87.39,36.4,17.772791001978277,23.08205426075954,2.3999999999999986,0,2,4,1.2637246535539282,2,3,15.07,0.13,19.47,3.569229608753124,14.20579107265766,1,0.11277350866146679,18237400000708,DFL-MAT-J03WPY,openPlay,SavedShot,0.1235,17.77,23.08,0.9,3.55,0.0,15.07,leftLeg,dribblingMore10m,otherPassFromOpenPlay,run,8,0,0,chance,notComplicated,others,insideLeft,,DFL-OBJ-0028T3,DFL-CLU-000005
18237400000759,DFL-MAT-J03WPY,0,88.48,20.91,21.07744054670775,15.677358068367234,13.09,0,2,2,0.8668333173107793,0,1,28.27,0.18,25.41,17.47100455039721,3.6097229810610068,1,0.1402162655114995,18237400000759,DFL-MAT-J03WPY,openPlay,ShotWide,0.1118,21.08,15.68,1.62,15.49,2.0,28.27,rightLeg,dribblingLess10m,otherPassFromOpenPlay,passOpenPlay,4,1,1,chance,notComplicated,direct,insideRight,,DFL-OBJ-0028T3,DFL-CLU-000005
