shot_id,match_id,goal,M0,M1,M2,REF
18232100000117,DFL-MAT-J03WOH,0,0.010785297835203102,0.013460686184866934,0.015264914789892725,0.0246
18232100000253,DFL-MAT-J03WOH,0,0.13805310374882448,0.15031144779959535,0.10746629401949136,0.0607
18232100000298,DFL-MAT-J03WOH,0,0.10028389079570163,0.11127046576066688,0.06506401219604602,0.066
18232100000402,DFL-MAT-J03WOH,0,0.006073743092895552,0.00779474983528489,0.006825241427380964,0.0192
18232100000445,DFL-MAT-J03WOH,0,0.1364551952926755,0.14867548570952516,0.18029759927223848,0.1649
18232100000478,DFL-MAT-J03WOH,0,0.011092057716655015,0.013824495433872448,0.016393805549136775,0.0279
18232100000487,DFL-MAT-J03WOH,0,0.11487394542847243,0.12644948861312028,0.08101134645421365,0.0864
18232100000533,DFL-MAT-J03WOH,0,0.0497449425691394,0.057408072815863354,0.03872074663084915,0.0368
18232100000570,DFL-MAT-J03WOH,0,0.02239739033411745,0.026951981541370264,0.02557195047216452,0.0119
18232100000606,DFL-MAT-J03WOH,0,0.015371562156987326,0.018851461198045892,0.009837298890094475,0.0152
18232100000680,DFL-MAT-J03WOH,0,0.06974347100120881,0.07900388507604299,0.07170751975966455,0.022
18232100000853,DFL-MAT-J03WOH,0,0.004773734471039166,0.006197593762442568,0.005045316614419491,0.016
18232100000915,DFL-MAT-J03WOH,0,0.009600997448184425,0.012051027579447099,0.013515125068609286,0.0363
18232100000968,DFL-MAT-J03WOH,1,0.06200320475371487,0.07069713897805649,0.055915376241638594,0.0844
18232100001006,DFL-MAT-J03WOH,0,0.0058382098845404335,0.0075067470507732496,0.00920006607991246,0.0227
18232100001062,DFL-MAT-J03WOH,0,0.013094104009555985,0.016186800012740074,0.010971657127404744,0.0152
18232100001165,DFL-MAT-J03WOH,1,0.11281641454526332,0.12431688645324732,0.22773943116721726,0.1548
18232100001191,DFL-MAT-J03WOH,0,0.010903848706288868,0.013601346410203049,0.007042706944518364,0.0169
18232100001245,DFL-MAT-J03WOH,1,0.15294446033586123,0.1654991103361925,0.10314696904382648,0.8492
18233800000127,DFL-MAT-J03WOY,0,0.0011422291717589391,0.001664979827826994,0.0021889469927593615,0.0543
18233800000186,DFL-MAT-J03WOY,1,0.15813179543555309,0.1655960763327427,0.255288485125783,0.223
18233800000273,DFL-MAT-J03WOY,0,0.18832088506820283,0.19477513647936873,0.2098693101938192,0.1752
18233800000443,DFL-MAT-J03WOY,1,0.27324088853704215,0.27546708326991665,0.3574727524352164,0.449
18233800000484,DFL-MAT-J03WOY,0,0.06655932055878264,0.07415451021068402,0.06696741798930758,0.0206
18233800000694,DFL-MAT-J03WOY,0,0.02670408026495232,0.03169774567701571,0.02397599387933813,0.03
18233800000701,DFL-MAT-J03WOY,0,0.10675310919240044,0.11499065911769497,0.07515839443922281,0.0206
18233800000878,DFL-MAT-J03WOY,0,0.0061406198084701874,0.008034821284257357,0.010822926061526801,0.0173
18233800000897,DFL-MAT-J03WOY,0,0.24993849337452764,0.25348105085051426,0.29221128762010545,0.2743
18233800000971,DFL-MAT-J03WOY,1,0.060421961665583425,0.06777856470972855,0.06525398652272606,0.1451
18233800001002,DFL-MAT-J03WOY,0,0.0735469526251731,0.08136120894974747,0.09031263714304243,0.0704
18233800001023,DFL-MAT-J03WOY,0,0.007072853090551822,0.009169905614215813,0.011798714969909896,0.0247
18233800001057,DFL-MAT-J03WOY,0,0.0049505746028256255,0.006568789497958003,0.007141505197125168,0.0198
18233800001164,DFL-MAT-J03WOY,0,0.021790973492338585,0.026224419463992076,0.01936783560153647,0.0191
18233800001217,DFL-MAT-J03WOY,1,0.16229111849572814,0.16963677781670639,0.21009782098700594,0.2686
18233800001240,DFL-MAT-J03WOY,0,0.020960453526801953,0.025291057911511847,0.02115612416650245,0.0272
18233800001256,DFL-MAT-J03WOY,0,0.03472312477486782,0.040482916526940235,0.06157426909608291,0.0765
18233800001287,DFL-MAT-J03WOY,0,0.0041752795535995955,0.005601377086733848,0.007271436716585664,0.0202
