shot_id,match_id,goal,DFL0,DFL1,DFL2,REF
18232100001191,DFL-MAT-J03WOH,0,0.0606350340981225,0.019899967840265407,0.011323300796929807,0.0169
18232100001245,DFL-MAT-J03WOH,1,0.20677684987165723,0.14347454316269573,0.0869616197889289,0.8492
18233800000127,DFL-MAT-J03WOY,0,0.02115465909146485,0.03472665968240239,0.028745626337424314,0.0543
18233800000186,DFL-MAT-J03WOY,1,0.06980671497333958,0.19937644494020998,0.24673911374798663,0.223
18233800000273,DFL-MAT-J03WOY,0,0.0888392839945999,0.12733487271696087,0.1283397792357278,0.1752
18233800000443,DFL-MAT-J03WOY,1,0.11616431651247329,0.3682918444857755,0.4151188515166037,0.449
18233800000484,DFL-MAT-J03WOY,0,0.07756132332931343,0.11266451360961054,0.10237982233545477,0.0206
18233800000694,DFL-MAT-J03WOY,0,0.11826264541481454,0.02320718287796803,0.02078614802496282,0.03
18233800000701,DFL-MAT-J03WOY,0,0.08979265057448894,0.16474749569669503,0.12019800706017111,0.0206
18233800000878,DFL-MAT-J03WOY,0,0.04373269335206436,0.033038962575657645,0.04030285069061869,0.0173
18233800000897,DFL-MAT-J03WOY,0,0.14303476003289847,0.36817216925110874,0.39914412760644374,0.2743
18233800000971,DFL-MAT-J03WOY,1,0.15572953044618024,0.06437467741860346,0.06584305564350419,0.1451
18233800001002,DFL-MAT-J03WOY,0,0.07340564917178032,0.12186510576825454,0.1243685932275258,0.0704
18233800001023,DFL-MAT-J03WOY,0,0.04243065331791022,0.05425824582872479,0.05556952064424402,0.0247
18233800001057,DFL-MAT-J03WOY,0,0.046460599964077566,0.04894048170321493,0.04721999973626588,0.0198
18233800001164,DFL-MAT-J03WOY,0,0.06033962293234118,0.04673341610692845,0.03719193564053773,0.0191
18233800001217,DFL-MAT-J03WOY,1,0.10650546673285011,0.1921117718065485,0.2080267810902566,0.2686
18233800001240,DFL-MAT-J03WOY,0,0.10998423315319207,0.022053710852410476,0.02146655221608452,0.0272
18233800001256,DFL-MAT-J03WOY,0,0.06498608011682187,0.04887641030735781,0.06673839531497208,0.0765
18233800001287,DFL-MAT-J03WOY,0,0.03403606196792351,0.03889188323656009,0.040981427935679486,0.0202
18233800001334,DFL-MAT-J03WOY,0,0.043995035586377795,0.007238052616311545,0.007304861176133061,0.0717
18233800001353,DFL-MAT-J03WOY,0,0.10073589728804246,0.26237145001609896,0.27602514835992326,0.467
18233800001371,DFL-MAT-J03WOY,0,0.09838568687690843,0.03929584660748543,0.04596611371241548,0.0211
18237400000209,DFL-MAT-J03WPY,0,0.1481392232198565,0.1881962438389847,0.12241338624097288,0.1432
18237400000279,DFL-MAT-J03WPY,0,0.11421984157050671,0.1563814887354257,0.10888162959915225,0.0934
18237400000283,DFL-MAT-J03WPY,0,0.09980765429793878,0.027091385287989857,0.04220200050343551,0.0554
18237400000357,DFL-MAT-J03WPY,0,0.07450520034025243,0.09497063485660517,0.10891665025396062,0.0289
18237400000369,DFL-MAT-J03WPY,0,0.03838347113517958,0.03188237679473838,0.037340610877338525,0.0205
18237400000411,DFL-MAT-J03WPY,0,0.0622472013255452,0.02600385353887592,0.020717870448986535,0.0171
18237400000414,DFL-MAT-J03WPY,0,0.14273032243228967,0.19844328441269574,0.1518025885291127,0.0915
18237400000433,DFL-MAT-J03WPY,0,0.06356181408789037,0.04098711042239545,0.049525241845265675,0.0291
18237400000500,DFL-MAT-J03WPY,0,0.06386542306154473,0.02703092707031444,0.022870609966821404,0.0198
18237400000677,DFL-MAT-J03WPY,0,0.10452955564271856,0.17000659265673174,0.09980187107619193,0.1423
18237400000708,DFL-MAT-J03WPY,0,0.09660623812085274,0.10741920646460702,0.11915083609757948,0.1235
18237400000759,DFL-MAT-J03WPY,0,0.07876565551050739,0.19592815513486084,0.2608333152319679,0.1118
18237400000797,DFL-MAT-J03WPY,1,0.15821294411565695,0.5195219465649393,0.5396723861807016,0.5674
18237400000832,DFL-MAT-J03WPY,0,0.09966374516173492,0.031114640397686837,0.051494086083644065,0.0739
18237400000860,DFL-MAT-J03WPY,0,0.10105085272504237,0.24546907503721005,0.27984983698978033,0.082
