shot_id,match_id,goal,ref_xg,split,A_LogReg,A_GBM,B_LogReg,B_GBM,C_LogReg,C_GBM,D_LogReg,D_GBM,P_LogReg,P_GBM
3b1d07af-dee7-421e-bd6a-8990941240ad,265958,0,0.066677466,test,0.09685480252989533,0.08583317962802035,0.09409102479579534,0.10036691664724637,0.0698723710851861,0.05862675932951636,0.06928061820708634,0.05141189464161936,0.08012815743291468,0.033465873885259324
ff01b7e2-4ad5-47d4-a64e-a5d554d59bea,265958,0,0.14641865,test,0.11945641067143924,0.15322430093803976,0.23977996263756027,0.11860826956501891,0.19776989494418673,0.13267617602350507,0.19872205019310182,0.12494388547387617,0.1450419835177013,0.16845411842772662
20bb213e-c820-4eec-b499-e0dbfbf55ceb,265958,0,0.08120885,test,0.1086028792464648,0.10918576170626161,0.10316749825527766,0.137604913605617,0.15909264285163197,0.10755565166228731,0.15914727741366777,0.09998739761044953,0.10565504578242861,0.08118491019633764
6567cbdf-8e6d-4b9f-9046-549fe1b5e92c,265958,0,0.31057602,test,0.08426671042585109,0.050266591632798695,0.07287189293431354,0.12065741166975105,0.1510605918043092,0.4658054440876951,0.13374220705603324,0.4334937803604515,0.30374483756031,0.5459385348563552
27a5c933-44d4-4941-b6d8-3b53b23f1a5f,265958,0,0.05084414,test,0.044270575181439106,0.03261406596483912,0.02800784253252345,0.03751101469473656,0.017255365850838665,0.02058300025935777,0.017032179213119576,0.01712974212417456,0.023277491131544273,0.015940277485827988
8bca3a4a-a724-4af7-b685-57ec48e3ea1b,265958,0,0.05311185,test,0.1285497045018251,0.1992114480822057,0.16740041687115387,0.19477034495110934,0.09629304203246536,0.03494324262811222,0.09655346932440143,0.031283641727194215,0.042117969088214184,0.032555597597219155
735c12a3-6ca7-480c-9cf3-a2ce43ee3645,265958,1,0.4506838,test,0.26110782507139046,0.25174216038257513,0.4836383805266013,0.3803776390251021,0.6133673729724071,0.6065009878073899,0.6092159918659349,0.6052990841172526,0.39365913445465045,0.4589385920209531
10210397-392a-421e-b204-6cb28107b063,265958,1,0.0981577,test,0.09107860281389289,0.058130551851410216,0.10371219184271711,0.04999014474380268,0.09447270788056335,0.04066639921406771,0.09848465108922061,0.04602736566619116,0.07924272866069909,0.06278293030107718
ecb4a02f-316b-4fb7-81ea-0b31b23c7798,265958,0,0.042301383,test,0.011344678971742642,0.02951702061066905,0.013973894536407152,0.03522715824190344,0.011105077033777508,0.028631023012597418,0.011215780089609417,0.03225335425071775,0.011263658942676953,0.026925727841080615
a1d5d34d-83b1-4ad1-b987-2e9a072da9e0,265958,1,0.76316875,test,0.3425177601228659,0.3200354803065325,0.2427609702930679,0.2909753425414181,0.6207655058779243,0.5760855789123337,0.8047829209101189,0.7314133863067329,0.7241525741380282,0.594772050114802
