MatchId,X-Source-Position,EventTime,Y-Source-Position,EventId,X-Position,Y-Position,_type,_sub,CalculatedFrame,CalculatedTimestamp,X-PositionFromTracking,Y-PositionFromTracking,ShotAtGoal.Team,ShotAtGoal.Pressure,ShotAtGoal.GoalDistanceGoalkeeper,ShotAtGoal.ShotOrigin,ShotAtGoal.AssistTypeShotAtGoal,ShotAtGoal.AssistShotAtGoal,ShotAtGoal.AngleToGoal,ShotAtGoal.PlayerSpeed,ShotAtGoal.TakerBallControl,ShotAtGoal.CounterAttack,ShotAtGoal.Player,ShotAtGoal.ChanceEvaluation,ShotAtGoal.SetupOrigin,ShotAtGoal.TypeOfShot,ShotAtGoal.TakerSetup,ShotAtGoal.AfterFreeKick,ShotAtGoal.DistanceToGoal,ShotAtGoal.InsideBox,ShotAtGoal.SignificanceEvaluation,ShotAtGoal.BuildUp,ShotAtGoal.AssistAction,ShotAtGoal.xG,ShotAtGoal.BallPossessionPhase,ShotAtGoal.AmountOfDefenders,ShotAtGoal.ShotCondition,ShotWide.Placing,ShotWide.PitchMarking,ShotAtGoal.ExtendedTypeOfShot,SuccessfulShot.CurrentResult,SuccessfulShot.GoalZone,SuccessfulShot.RefDecisionEvaluation,SuccessfulShot.Assist,SuccessfulShot.AssistType,SuccessfulShot.Solo,SavedShot.SaveEvaluation,SavedShot.GoalKeeper,SavedShot.SaveType,SavedShot.SaveResult,BlockedShot.Player,BlockedShot.GoalPrevented,ShotAtGoal.ShotContribution,ShotWoodWork.Location,ShotAtGoal.SitterContribution,BlockedShot.BlockedByOwnTeam,_file,SuccessfulShot.DeflectionKeeper,SuccessfulShot.AssistContribution,SuccessfulShot.Error,SuccessfulShot.DeflectionPlayer
DFL-MAT-J03WN1,85.66,2023-05-27T15:57:56.493+02:00,28.08,18226900000380,85.66,28.08,ShotAtGoal,SavedShot,50200,2023-05-27T15:57:54.400+02:00,85.12,28.53,DFL-CLU-00000B,0.04,1.74,8,direct,DFL-OBJ-002GBK,19.46,15.50,direct,false,DFL-OBJ-J013O2,chance,insideRight,rightLeg,otherPassFromOpenPlay,false,20.62,false,average,passOpenPlay,otherPassFromOpenPlay,0.0593,380,2,notComplicated,,,,,,,,,,average,DFL-OBJ-0001I0,arms,held,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,6.51,2023-05-27T16:01:35.187+02:00,28.38,18226900000439,6.51,28.38,ShotAtGoal,ShotWide,55429,2023-05-27T16:01:23.560+02:00,7.79,26.96,DFL-CLU-00000S,1.68,1.95,3,direct,DFL-OBJ-0028NB,30.49,6.15,volley,false,DFL-OBJ-0000YV,chance,left,head,throwIn,false,10.50,true,decent,throwIn,throwIn,0.0120,439,3,veryComplicated,near,over,frontalVolley,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,26.55,2023-05-27T16:02:24.416+02:00,23.37,18226900000449,7.01,23.37,ShotAtGoal,ShotWide,56924,2023-05-27T16:02:23.360+02:00,8.44,22.11,DFL-CLU-00000S,0.68,3.49,2,direct,DFL-OBJ-0027LO,17.23,25.32,dribblingMore10m,true,DFL-OBJ-0027FG,chance,insideLeft,leftLeg,otherPassFromOpenPlay,false,14.58,true,outstanding,passOpenPlay,otherPassFromOpenPlay,0.1869,449,1,notComplicated,near,right,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,9.02,2023-05-27T16:04:46.440+02:00,41.32,18226900000478,9.02,41.32,ShotAtGoal,SuccessfulShot,60429,2023-05-27T16:04:43.560+02:00,9.47,40.14,DFL-CLU-00000S,0.61,1.08,3,direct,DFL-OBJ-000172,31.31,19.92,volley,false,DFL-OBJ-0027FG,chance,left,rightLeg,cornerKick,false,11.29,true,,cornerKick,cornerKick,0.1542,478,2,notComplicated,,,frontalVolley,2:0,14,correct,DFL-OBJ-000172,direct,false,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,DFL-OBJ-0026NY,,,
DFL-MAT-J03WN1,86.26,2023-05-27T16:06:46.324+02:00,53.96,18226900000500,86.26,50.15,ShotAtGoal,SavedShot,63467,2023-05-27T16:06:45.080+02:00,86.77,50.54,DFL-CLU-00000B,0.55,1.40,7,others,DFL-OBJ-J013O2,12.69,8.74,dribblingLess10m,true,DFL-OBJ-002GBK,chance,insideLeft,rightLeg,otherPassFromOpenPlay,false,24.62,false,average,passOpenPlay,otherPassFromOpenPlay,0.0199,500,2,notComplicated,,,,,,,,,,average,DFL-OBJ-0001I0,arms,cleared,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,28.05,2023-05-27T16:13:34.051+02:00,7.32,18226900000623,20.94,19.96,ShotAtGoal,ShotWide,73655,2023-05-27T16:13:32.600+02:00,21.40,18.34,DFL-CLU-00000S,0.82,1.61,7,others,DFL-OBJ-000172,12.79,14.70,dribblingMore10m,false,DFL-OBJ-0028NB,chance,insideLeft,rightLeg,otherPassFromOpenPlay,false,26.52,false,average,passOpenPlay,otherPassFromOpenPlay,0.0190,623,0,notComplicated,far,left,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,22.74,2023-05-27T16:16:04.836+02:00,30.39,18226900000659,22.64,27.28,ShotAtGoal,SavedShot,77429,2023-05-27T16:16:03.560+02:00,23.15,26.93,DFL-CLU-00000S,0.32,2.55,8,others,DFL-OBJ-0027LO,16.49,11.61,controlShot,false,DFL-OBJ-0000YV,chance,insideRight,leftLeg,otherPassFromOpenPlay,false,24.21,false,average,passOpenPlay,otherPassFromOpenPlay,0.0379,659,1,notComplicated,,,,,,,,,,average,DFL-OBJ-0026NY,arms,held,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,8.12,2023-05-27T16:40:09.827+02:00,46.04,18226900000769,0.90,46.24,ShotAtGoal,ShotWide,109305,2023-05-27T16:40:08.040+02:00,1.85,46.86,DFL-CLU-00000B,0.71,0.75,4,indirect,DFL-OBJ-002GBK,4.98,15.46,dribblingLess10m,false,DFL-OBJ-002G02,none,insideRight,rightLeg,oppositionDefensiveAction,false,12.99,true,average,passOpenPlay,otherPassFromOpenPlay,0.0358,769,1,notComplicated,far,over,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,11.32,2023-05-27T16:50:41.541+02:00,49.85,18226900000899,5.51,42.12,ShotAtGoal,ShotWoodWork,125121,2023-05-27T16:50:40.680+02:00,6.34,42.33,DFL-CLU-00000B,0.63,2.03,3,direct,DFL-OBJ-002GBK,25.76,28.04,dribblingLess10m,false,DFL-OBJ-002GOI,chance,insideRight,rightLeg,otherPassFromOpenPlay,false,10.47,true,outstanding,passOpenPlay,otherPassFromOpenPlay,0.2279,899,1,notComplicated,,,,,,,,,,,,,,,,,rightPost,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,22.74,2023-05-27T16:54:24.943+02:00,22.47,18226900000951,8.92,24.27,ShotAtGoal,BlockedShot,130730,2023-05-27T16:54:25.040+02:00,6.65,24.66,DFL-CLU-00000B,0.96,1.37,2,direct,DFL-OBJ-002GBK,22.41,9.15,dribblingLess10m,false,DFL-OBJ-0002LI,chance,left,leftLeg,otherPassFromOpenPlay,false,11.47,true,average,passOpenPlay,otherPassFromOpenPlay,0.1041,951,1,notComplicated,,,,,,,,,,,,,,DFL-OBJ-002G4G,false,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,94.48,2023-05-27T17:08:02.381+02:00,31.59,18226900001121,94.48,31.59,ShotAtGoal,BlockedShot,151114,2023-05-27T17:08:00.400+02:00,94.27,30.32,DFL-CLU-00000S,0.34,1.96,3,direct,DFL-OBJ-0027FG,34.27,20.34,direct,true,DFL-OBJ-0000YV,chance,right,leftLeg,otherPassFromOpenPlay,false,11.34,true,decent,passOpenPlay,otherPassFromOpenPlay,0.2427,1121,1,notComplicated,,,,,,,,,,,,,,DFL-OBJ-002GAR,false,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,90.17,2023-05-27T17:14:17.440+02:00,44.23,18226900001209,90.17,44.23,ShotAtGoal,SuccessfulShot,160467,2023-05-27T17:14:14.520+02:00,89.16,43.70,DFL-CLU-00000S,0.06,5.70,2,direct,DFL-OBJ-00002Z,19.27,19.43,direct,false,DFL-OBJ-000172,chance,insideRight,leftLeg,otherPassFromOpenPlay,false,18.57,true,,passOpenPlay,otherPassFromOpenPlay,0.1896,1209,0,notComplicated,,,,3:0,9,correct,DFL-OBJ-00002Z,direct,false,,,,,,,60583,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,DFL-OBJ-J01AQV,,
DFL-MAT-J03WN1,93.18,2023-05-27T17:18:22.131+02:00,22.06,18226900001233,93.18,22.06,ShotAtGoal,SavedShot,166628,2023-05-27T17:18:20.960+02:00,92.57,21.59,DFL-CLU-00000S,0.74,2.86,4,direct,DFL-OBJ-002G4G,17.14,22.95,direct,true,DFL-OBJ-J01AQV,chance,right,rightLeg,otherPassFromOpenPlay,false,17.56,true,decent,passOpenPlay,otherPassFromOpenPlay,0.0679,1233,1,notComplicated,,,,,,,,,,average,DFL-OBJ-0026NY,arms,notCleared,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WOH,99.90,2022-08-26T18:33:28.800+02:00,41.84,18232100000016,99.90,41.84,ShotAtGoal,SavedShot,12004,2022-08-26T18:33:29.880+02:00,99.72,41.72,DFL-CLU-000011,0.95,0.80,3,direct,DFL-OBJ-0027B0,27.55,3.95,volley,false,DFL-OBJ-002G2Y,chance,left,head,freeKick,false,9.35,true,decent,freeKick,freeKick,0.0325,16,2,complicated,,,frontalVolley,,,,,,,average,DFL-OBJ-0028FW,arms,notCleared,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,97.99,2022-08-26T18:34:06.240+02:00,35.10,18232100000022,97.99,35.10,ShotAtGoal,BlockedShot,12894,2022-08-26T18:34:05.480+02:00,96.49,38.30,DFL-CLU-000011,1.51,0.65,3,others,DFL-OBJ-00268T,38.79,2.90,controlShot,false,DFL-OBJ-002GEE,chance,left,rightLeg,teammateAction,false,9.53,true,average,cornerKick,teammateAction,0.0897,22,3,notComplicated,,,,,,,,,,,,,,DFL-OBJ-00006V,false,62875,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,89.87,2022-08-26T18:37:32.488+02:00,23.57,18232100000067,89.81,24.76,ShotAtGoal,ShotWide,18045,2022-08-26T18:37:31.520+02:00,88.83,25.41,DFL-CLU-000011,0.50,6.10,4,direct,DFL-OBJ-0027VS,20.19,10.45,dribblingMore10m,false,DFL-OBJ-002GAB,chance,insideRight,rightLeg,otherPassFromOpenPlay,false,18.31,true,decent,passOpenPlay,otherPassFromOpenPlay,0.1467,67,1,notComplicated,near,left,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,7.21,2022-08-26T18:39:17.440+02:00,26.68,18232100000090,6.99,27.36,ShotAtGoal,ShotWide,,,,,DFL-CLU-00000P,,,3,direct,DFL-OBJ-002FXT,26.46,,direct,false,DFL-OBJ-002GM1,sitter,right,leftLeg,crossFromOpenPlay,false,10.70,true,outstanding,crossOpenPlay,crossFromOpenPlay,0.0763,90,,complicated,far,over,,,,,,,,,,,,,,,,DFL-OBJ-002FXT,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,53.60,2022-08-26T18:41:47.148+02:00,21.46,18232100000117,18.98,21.27,ShotAtGoal,SavedShot,24465,2022-08-26T18:41:48.320+02:00,18.39,19.81,DFL-CLU-00000P,0.79,1.60,7,others,DFL-OBJ-J014UG,14.35,14.70,dribblingMore10m,false,DFL-OBJ-002GM1,chance,insideLeft,rightLeg,freeKick,false,23.23,false,average,run,freeKick,0.0246,117,2,notComplicated,,,scoop,,,,,,,average,DFL-OBJ-002GNH,arms,held,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,6.81,2022-08-26T18:49:43.075+02:00,29.79,18232100000253,6.81,29.79,ShotAtGoal,OtherShot,36340,2022-08-26T18:49:43.320+02:00,6.91,29.89,DFL-CLU-00000P,1.07,1.23,3,direct,DFL-OBJ-J01CP5,44.63,8.58,volley,false,DFL-OBJ-002GM1,chance,left,head,crossFromOpenPlay,false,8.04,true,average,crossOpenPlay,crossFromOpenPlay,0.0607,253,2,complicated,,,frontalVolley,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,90.27,2022-08-26T18:52:41.807+02:00,30.99,18232100000298,90.71,31.25,ShotAtGoal,OtherShot,40773,2022-08-26T18:52:40.640+02:00,91.09,31.59,DFL-CLU-000011,1.04,1.00,3,direct,DFL-OBJ-0027VS,28.71,5.95,controlShot,false,DFL-OBJ-0027XP,chance,right,rightLeg,crossFromOpenPlay,false,14.12,true,average,crossOpenPlay,crossFromOpenPlay,0.0660,298,2,notComplicated,,,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,12.32,2022-08-26T18:59:02.395+02:00,20.26,18232100000400,12.32,20.26,ShotAtGoal,BlockedShot,,,,,DFL-CLU-00000P,,,2,others,DFL-OBJ-J0130T,15.41,,dribblingLess10m,false,DFL-OBJ-00003X,chance,insideLeft,rightLeg,teammateAction,false,18.45,true,average,lossOfPossession,teammateAction,0.0394,400,,notComplicated,,,,,,,,,,,,,,DFL-OBJ-0028SW,false,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,20.44,2022-08-26T18:59:06.388+02:00,22.47,18232100000402,20.48,21.27,ShotAtGoal,BlockedShot,50397,2022-08-26T18:59:05.600+02:00,20.27,20.49,DFL-CLU-00000P,0.98,1.91,7,indirect,DFL-OBJ-J0130T,14.35,9.39,dribblingLess10m,false,DFL-OBJ-00003X,none,insideLeft,rightLeg,oppositionDefensiveAction,false,24.36,false,average,lossOfPossession,teammateAction,0.0192,402,2,notComplicated,,,,,,,,,,,,,,DFL-OBJ-0027B0,false,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,31.96,2022-08-26T19:01:27.790+02:00,52.15,18232100000445,17.98,37.25,ShotAtGoal,SavedShot,53905,2022-08-26T19:01:25.920+02:00,17.72,37.49,DFL-CLU-00000P,0.29,3.77,8,,,22.52,20.44,dribblingMore10m,false,DFL-OBJ-002FXT,chance,insideRight,leftLeg,oppositionMisplacedPass,false,18.06,false,average,lossOfPossession,,0.1649,445,0,notComplicated,,,,,,,,,,average,DFL-OBJ-002GNH,arms,held,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,92.98,2022-08-26T19:02:00.086+02:00,34.20,18232100000452,94.71,33.25,ShotAtGoal,ShotWide,,,,,DFL-CLU-000011,,,3,direct,DFL-OBJ-0026UQ,38.99,,volley,false,DFL-OBJ-002G2Y,chance,left,head,crossFromOpenPlay,false,10.32,true,average,crossOpenPlay,crossFromOpenPlay,0.0290,452,,complicated,far,left,frontalVolley,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,38.67,2022-08-26T19:03:35.120+02:00,52.65,18232100000478,12.29,49.73,ShotAtGoal,BlockedShot,57180,2022-08-26T19:03:36.920+02:00,13.33,49.82,DFL-CLU-00000P,0.74,2.23,4,others,DFL-OBJ-J0130T,13.24,14.27,dribblingMore10m,true,DFL-OBJ-00003X,chance,right,rightLeg,otherPassFromOpenPlay,false,20.69,true,average,run,otherPassFromOpenPlay,0.0279,478,1,notComplicated,,,,,,,,,,,,,,DFL-OBJ-002GEE,false,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,9.12,2022-08-26T19:04:30.648+02:00,39.12,18232100000487,9.89,36.65,ShotAtGoal,ShotWide,58522,2022-08-26T19:04:30.600+02:00,9.65,36.25,DFL-CLU-00000P,1.02,1.16,3,direct,DFL-OBJ-002GM1,39.80,5.35,volley,false,DFL-OBJ-J014UG,chance,right,head,cornerKick,false,9.91,true,decent,cornerKick,cornerKick,0.0864,487,1,notComplicated,near,over,frontalVolley,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,86.46,2022-08-26T19:08:26.149+02:00,31.29,18232100000533,86.12,28.56,ShotAtGoal,SavedShot,64412,2022-08-26T19:08:26.200+02:00,87.33,27.39,DFL-CLU-000011,0.96,1.62,8,direct,DFL-OBJ-002GAB,20.69,7.45,controlShot,false,DFL-OBJ-002G2Y,chance,right,leftLeg,otherPassFromOpenPlay,false,18.87,false,average,passOpenPlay,otherPassFromOpenPlay,0.0368,533,2,notComplicated,,,,,,,,,,average,DFL-OBJ-0028FW,arms,held,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,93.28,2022-08-26T19:10:43.158+02:00,28.38,18232100000570,94.41,29.36,ShotAtGoal,ShotWide,67771,2022-08-26T19:10:40.560+02:00,94.71,29.97,DFL-CLU-000011,1.91,0.50,3,direct,DFL-OBJ-0026UQ,34.71,10.48,volley,false,DFL-OBJ-002G2Y,chance,left,head,crossFromOpenPlay,false,11.05,true,average,crossOpenPlay,crossFromOpenPlay,0.0119,570,3,complicated,far,left,frontalVolley,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,77.25,2022-08-26T19:12:11.487+02:00,33.30,18232100000606,78.73,29.06,ShotAtGoal,ShotWide,70042,2022-08-26T19:12:11.400+02:00,77.59,29.27,DFL-CLU-000011,0.57,2.66,8,direct,DFL-OBJ-002GAB,14.78,2.89,controlShot,false,DFL-OBJ-0027B0,chance,insideRight,rightLeg,otherPassFromOpenPlay,false,27.82,false,decent,passOpenPlay,otherPassFromOpenPlay,0.0152,606,1,notComplicated,near,left,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,11.22,2022-08-26T19:14:36.698+02:00,41.32,18232100000646,9.59,42.94,ShotAtGoal,SavedShot,,,,,DFL-CLU-00000P,,,3,direct,DFL-OBJ-002GM1,25.03,,direct,false,DFL-OBJ-0000F8,sitter,insideRight,rightLeg,otherPassFromOpenPlay,false,13.48,true,outstanding,passOpenPlay,otherPassFromOpenPlay,0.2664,646,,notComplicated,,,,,,,,,,average,DFL-OBJ-002GNH,legs,notCleared,,,40813,,DFL-OBJ-002GM1,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,7.21,2022-08-26T19:17:08.020+02:00,28.08,18232100000680,7.99,28.16,ShotAtGoal,SavedShot,77367,2022-08-26T19:17:04.400+02:00,8.89,27.51,DFL-CLU-00000P,0.89,2.11,3,direct,DFL-OBJ-J01CP5,31.13,10.72,volley,false,DFL-OBJ-00003X,chance,left,rightLeg,crossFromOpenPlay,false,11.01,true,outstanding,crossOpenPlay,crossFromOpenPlay,0.0220,680,1,veryComplicated,,,frontalVolley,,,,,,,average,DFL-OBJ-002GNH,arms,cleared,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,33.26,2022-08-26T19:42:54.514+02:00,32.29,18232100000853,32.47,31.05,ShotAtGoal,ShotWide,111934,2022-08-26T19:42:55.720+02:00,33.43,30.08,DFL-CLU-000011,0.17,2.37,8,others,DFL-OBJ-0027B0,12.33,7.64,dribblingLess10m,false,DFL-OBJ-002651,none,insideRight,leftLeg,otherPassFromOpenPlay,false,33.66,false,none,passOpenPlay,otherPassFromOpenPlay,0.0160,853,1,notComplicated,far,overCrossbarLeft,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,20.24,2022-08-26T19:45:59.124+02:00,46.14,18232100000915,19.68,44.33,ShotAtGoal,BlockedShot,116578,2022-08-26T19:46:01.480+02:00,19.62,43.00,DFL-CLU-000011,0.98,1.67,9,others,DFL-OBJ-0027XP,17.61,11.28,dribblingLess10m,false,DFL-OBJ-002G2Y,none,insideLeft,rightLeg,otherPassFromOpenPlay,false,21.59,false,none,passOpenPlay,otherPassFromOpenPlay,0.0363,915,1,notComplicated,,,,,,,,,,,,,,DFL-OBJ-J01CP5,false,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,95.28,2022-08-26T19:48:54.520+02:00,23.87,18232100000968,96.61,23.77,ShotAtGoal,SuccessfulShot,120925,2022-08-26T19:48:55.360+02:00,95.56,24.26,DFL-CLU-00000P,0.87,1.91,4,direct,DFL-OBJ-002FXT,22.05,10.42,controlShot,true,DFL-OBJ-00003X,chance,insideLeft,rightLeg,otherPassFromOpenPlay,false,13.56,true,,passOpenPlay,otherPassFromOpenPlay,0.0844,968,2,notComplicated,,,,1:0,15,correct,DFL-OBJ-002FXT,direct,false,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,26.85,2022-08-26T19:55:49.853+02:00,41.92,18232100001006,26.77,41.24,ShotAtGoal,BlockedShot,131343,2022-08-26T19:55:52.080+02:00,27.01,39.58,DFL-CLU-000011,1.33,3.92,8,others,DFL-OBJ-0027XP,14.82,14.38,dribblingLess10m,false,DFL-OBJ-002GAB,none,insideLeft,rightLeg,otherPassFromOpenPlay,false,27.58,false,none,passOpenPlay,otherPassFromOpenPlay,0.0227,1006,1,notComplicated,,,,,,,,,,,,,,DFL-OBJ-J0130T,false,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,85.96,2022-08-26T19:59:35.840+02:00,18.76,18232100001062,86.52,20.17,ShotAtGoal,SavedShot,136922,2022-08-26T19:59:35.240+02:00,86.18,19.17,DFL-CLU-00000P,0.69,1.94,9,,,13.80,5.55,dribblingLess10m,false,DFL-OBJ-J0130T,chance,right,leftLeg,oppositionMisplacedPass,false,23.96,false,average,lossOfPossession,,0.0152,1062,2,notComplicated,,,,,,,,,,average,DFL-OBJ-002GNH,arms,held,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,97.39,2022-08-26T20:06:59.000+02:00,26.48,18232100001165,97.71,26.56,ShotAtGoal,SuccessfulShot,148032,2022-08-26T20:06:59.640+02:00,99.61,26.24,DFL-CLU-00000P,0.48,2.36,3,direct,DFL-OBJ-00003X,27.47,24.73,direct,true,DFL-OBJ-0000F8,chance,right,rightLeg,otherPassFromOpenPlay,false,9.45,true,,passOpenPlay,otherPassFromOpenPlay,0.1548,1165,0,complicated,,,,3:0,15,correct,DFL-OBJ-00003X,direct,false,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,DFL-OBJ-002GNH,,,
DFL-MAT-J03WOH,21.34,2022-08-26T20:10:11.778+02:00,50.25,18232100001191,21.28,46.33,ShotAtGoal,ShotWide,152881,2022-08-26T20:10:13.600+02:00,22.17,45.34,DFL-CLU-000011,0.31,2.22,9,direct,DFL-OBJ-0028CD,14.98,4.81,controlShot,false,DFL-OBJ-0028SW,chance,insideLeft,rightLeg,otherPassFromOpenPlay,false,24.90,false,decent,passOpenPlay,otherPassFromOpenPlay,0.0169,1191,3,notComplicated,near,left,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,,
DFL-MAT-J03WOH,102.60,2022-08-26T20:14:02.680+02:00,38.41,18232100001245,103.50,38.04,ShotAtGoal,SuccessfulShot,158639,2022-08-26T20:14:03.880+02:00,102.78,38.88,DFL-CLU-00000P,0.79,1.00,3,,,46.64,6.56,direct,false,DFL-OBJ-002G5J,sitter,insideLeft,leftLeg,oppositionOtherAction,false,5.36,true,,lossOfPossession,,0.8492,1245,0,notComplicated,,,,4:0,11,correct,,,false,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOH.xml,,,DFL-OBJ-0028SW,
DFL-MAT-J03WOY,50.70,2022-09-10T20:37:23.183+02:00,17.15,18233800000127,61.94,14.28,ShotAtGoal,ShotWide,18718,2022-09-10T20:37:21.080+02:00,59.90,16.78,DFL-CLU-00000Q,0.92,13.29,9,,,8.11,16.29,dribblingLess10m,true,DFL-OBJ-002FXA,none,right,rightLeg,oppositionMisplacedPass,false,48.28,false,none,lossOfPossession,,0.0543,127,1,notComplicated,far,left,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOY.xml,,,,
DFL-MAT-J03WOY,16.23,2022-09-10T20:41:12.600+02:00,44.33,18233800000186,15.19,44.14,ShotAtGoal,SuccessfulShot,24489,2022-09-10T20:41:11.920+02:00,15.89,43.74,DFL-CLU-00000P,0.04,5.90,4,direct,DFL-OBJ-002GMO,19.20,23.78,volley,false,DFL-OBJ-002FXT,chance,right,rightLeg,longPassFromOpenPlay,false,18.64,true,,passOpenPlay,longPassFromOpenPlay,0.2230,186,0,notComplicated,,,frontalVolley,1:0,6,correct,DFL-OBJ-002GMO,direct,false,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOY.xml,,,,
DFL-MAT-J03WOY,29.36,2022-09-10T20:48:03.283+02:00,34.10,18233800000273,14.29,36.35,ShotAtGoal,ShotWide,34747,2022-09-10T20:48:02.240+02:00,15.12,36.04,DFL-CLU-00000P,0.70,5.65,3,others,DFL-OBJ-002G5J,26.77,17.04,direct,false,DFL-OBJ-J01H9X,chance,insideLeft,rightLeg,reboundTeammate,false,15.26,true,average,passOpenPlay,teammateAction,0.1752,273,1,notComplicated,far,over,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WOY.xml,,,,
