MatchId,X-Source-Position,EventTime,Y-Source-Position,EventId,X-Position,Y-Position,_type,_sub,CalculatedFrame,CalculatedTimestamp,X-PositionFromTracking,Y-PositionFromTracking,ShotAtGoal.Team,ShotAtGoal.Pressure,ShotAtGoal.GoalDistanceGoalkeeper,ShotAtGoal.ShotOrigin,ShotAtGoal.AssistTypeShotAtGoal,ShotAtGoal.AssistShotAtGoal,ShotAtGoal.AngleToGoal,ShotAtGoal.PlayerSpeed,ShotAtGoal.TakerBallControl,ShotAtGoal.CounterAttack,ShotAtGoal.Player,ShotAtGoal.ChanceEvaluation,ShotAtGoal.SetupOrigin,ShotAtGoal.TypeOfShot,ShotAtGoal.TakerSetup,ShotAtGoal.AfterFreeKick,ShotAtGoal.DistanceToGoal,ShotAtGoal.InsideBox,ShotAtGoal.SignificanceEvaluation,ShotAtGoal.BuildUp,ShotAtGoal.AssistAction,ShotAtGoal.xG,ShotAtGoal.BallPossessionPhase,ShotAtGoal.AmountOfDefenders,ShotAtGoal.ShotCondition,ShotWide.Placing,ShotWide.PitchMarking,ShotAtGoal.ExtendedTypeOfShot,SuccessfulShot.CurrentResult,SuccessfulShot.GoalZone,SuccessfulShot.RefDecisionEvaluation,SuccessfulShot.Assist,SuccessfulShot.AssistType,SuccessfulShot.Solo,SavedShot.SaveEvaluation,SavedShot.GoalKeeper,SavedShot.SaveType,SavedShot.SaveResult,BlockedShot.Player,BlockedShot.GoalPrevented,ShotAtGoal.ShotContribution,ShotWoodWork.Location,ShotAtGoal.SitterContribution,BlockedShot.BlockedByOwnTeam,_file,SuccessfulShot.DeflectionKeeper,SuccessfulShot.AssistContribution,SuccessfulShot.Error,SuccessfulShot.DeflectionPlayer
DFL-MAT-J03WMX,2.81,2023-05-27T16:47:59.922+02:00,30.09,18226500001093,2.70,29.46,ShotAtGoal,ShotWide,,,,,DFL-CLU-00000G,,,3,direct,DFL-OBJ-0026PM,53.72,,volley,true,DFL-OBJ-0002AU,sitter,right,head,crossFromOpenPlay,false,5.28,true,outstanding,crossOpenPlay,crossFromOpenPlay,0.0437,1093,,veryComplicated,near,over,frontalVolley,,,,,,,,,,,,,,,DFL-OBJ-0026PM,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WMX,96.38,2023-05-27T16:50:10.483+02:00,41.42,18226500001126,95.81,41.94,ShotAtGoal,SavedShot,121590,2023-05-27T16:50:06.960+02:00,95.82,41.11,DFL-CLU-000008,1.79,0.57,3,direct,DFL-OBJ-0027AX,28.96,8.28,volley,false,DFL-OBJ-000270,chance,right,head,cornerKick,false,11.61,true,decent,cornerKick,cornerKick,0.0258,1126,4,notComplicated,,,frontalVolley,,,,,,,average,DFL-OBJ-0002DR,arms,cleared,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WMX,31.06,2023-05-27T16:59:48.182+02:00,65.29,18226500001277,12.42,40.02,ShotAtGoal,BlockedShot,136134,2023-05-27T16:59:48.720+02:00,13.17,40.70,DFL-CLU-00000G,1.02,2.16,3,others,DFL-OBJ-J01APO,25.19,13.33,dribblingMore10m,false,DFL-OBJ-0002AU,chance,right,leftLeg,otherPassFromOpenPlay,false,14.78,true,decent,run,otherPassFromOpenPlay,0.0815,1277,3,notComplicated,,,,,,,,,,,,,,DFL-OBJ-002GKO,false,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WMX,3.41,2023-05-27T16:59:51.760+02:00,26.58,18226500001279,3.41,26.58,ShotAtGoal,SavedShot,136202,2023-05-27T16:59:51.440+02:00,3.94,26.37,DFL-CLU-00000G,1.33,4.73,3,indirect,DFL-OBJ-0002AU,25.54,3.23,volley,false,DFL-OBJ-0027G6,chance,right,head,oppositionDefensiveAction,false,8.59,true,decent,run,shot,0.0544,1279,0,notComplicated,,,frontalVolley,,,,,,,average,DFL-OBJ-0002HE,arms,notCleared,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WMX,9.39,2023-05-27T16:59:05.360+02:00,31.25,18226500001292,9.39,31.25,ShotAtGoal,BlockedShot,135032,2023-05-27T16:59:04.640+02:00,9.33,31.54,DFL-CLU-00000G,2.97,0.61,3,direct,DFL-OBJ-0002F5,40.59,1.97,volley,false,DFL-OBJ-J017RE,chance,right,head,cornerKick,false,9.65,true,average,cornerKick,cornerKick,0.0466,1292,4,notComplicated,,,frontalVolley,,,,,,,,,,,DFL-OBJ-0027KL,false,,,,true,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WMX,100.89,2023-05-27T17:04:25.000+02:00,36.91,18226500001344,100.89,36.91,ShotAtGoal,ShotWide,142937,2023-05-27T17:04:20.840+02:00,100.25,38.43,DFL-CLU-000008,0.89,0.24,3,direct,DFL-OBJ-002G89,50.37,13.91,direct,false,DFL-OBJ-002G4A,chance,right,leftLeg,header,false,6.50,true,outstanding,cornerKick,header,0.2451,1344,1,notComplicated,far,right,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WMX,38.57,2023-05-27T17:04:47.060+02:00,53.86,18226500001347,7.71,46.84,ShotAtGoal,ShotWide,143598,2023-05-27T17:04:47.280+02:00,9.21,47.66,DFL-CLU-00000G,0.47,2.58,4,others,DFL-OBJ-0000RP,14.64,25.60,dribblingMore10m,false,DFL-OBJ-0002AU,chance,insideRight,rightLeg,otherPassFromOpenPlay,false,16.47,true,average,run,otherPassFromOpenPlay,0.0577,1347,0,notComplicated,far,left,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WMX,19.04,2023-05-27T17:07:06.354+02:00,16.45,18226500001392,13.79,27.76,ShotAtGoal,ShotWide,147027,2023-05-27T17:07:04.440+02:00,13.38,27.54,DFL-CLU-00000G,0.84,3.33,3,,,25.28,8.68,dribblingLess10m,false,DFL-OBJ-0000RP,chance,left,rightLeg,oppositionMisplacedPass,false,14.86,true,decent,lossOfPossession,,0.1118,1392,2,notComplicated,near,right,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WMX,20.14,2023-05-27T17:18:42.782+02:00,55.66,18226500001548,9.59,42.24,ShotAtGoal,SavedShot,,,,,DFL-CLU-00000G,,,3,others,DFL-OBJ-J01N65,25.56,,dribblingMore10m,true,DFL-OBJ-0002AU,sitter,right,leftLeg,teammateAction,false,12.77,true,outstanding,run,teammateAction,0.4215,1548,,notComplicated,,,,,,,,,,exceptional,DFL-OBJ-0002HE,legs,notCleared,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WMX,17.63,2023-05-27T17:18:58.640+02:00,25.88,18226500001554,17.63,25.88,ShotAtGoal,SuccessfulShot,164857,2023-05-27T17:18:57.640+02:00,17.10,24.86,DFL-CLU-00000G,0.97,2.06,8,direct,DFL-OBJ-0027G6,19.05,18.30,dribblingLess10m,false,DFL-OBJ-002GCR,chance,left,rightLeg,otherPassFromOpenPlay,false,19.39,false,,passOpenPlay,otherPassFromOpenPlay,0.0498,1554,3,notComplicated,,,scoop,1:2,15,correct,DFL-OBJ-0027G6,direct,false,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WMX.xml,,,,
DFL-MAT-J03WN1,85.86,2023-05-27T15:32:01.024+02:00,42.83,18226900000020,90.57,40.42,ShotAtGoal,BlockedShot,11308,2023-05-27T15:31:58.720+02:00,90.31,40.71,DFL-CLU-00000B,1.35,2.87,3,direct,DFL-OBJ-0002LI,23.49,9.00,dribblingLess10m,false,DFL-OBJ-J013O2,chance,insideLeft,rightLeg,otherPassFromOpenPlay,false,16.15,true,average,passOpenPlay,otherPassFromOpenPlay,0.0354,20,2,notComplicated,,,,,,,,,,,,,,DFL-OBJ-J014F7,false,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,94.98,2023-05-27T15:32:06.033+02:00,24.47,18226900000023,94.98,24.47,ShotAtGoal,BlockedShot,11386,2023-05-27T15:32:01.840+02:00,94.79,23.78,DFL-CLU-00000B,0.88,1.38,4,indirect,DFL-OBJ-J013O2,20.94,4.49,controlShot,false,DFL-OBJ-002G02,chance,insideLeft,rightLeg,oppositionDefensiveAction,false,14.45,true,average,passOpenPlay,shot,0.0426,23,2,notComplicated,,,,,,,,,,,,,,DFL-OBJ-J016C3,false,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,94.28,2023-05-27T15:32:58.702+02:00,39.52,18226900000027,94.28,39.52,ShotAtGoal,BlockedShot,12729,2023-05-27T15:32:55.560+02:00,95.27,39.70,DFL-CLU-00000B,1.00,0.11,3,direct,DFL-OBJ-0002LI,32.05,4.11,volley,false,DFL-OBJ-J013O2,chance,right,rightLeg,cornerKick,false,11.28,true,average,cornerKick,cornerKick,0.0785,27,3,notComplicated,,,frontalVolley,,,,,,,,,,,DFL-OBJ-0000XU,false,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,88.67,2023-05-27T15:33:12.469+02:00,19.56,18226900000033,88.67,19.56,ShotAtGoal,ShotWide,12930,2023-05-27T15:33:03.600+02:00,87.81,18.98,DFL-CLU-00000B,0.64,1.74,4,direct,DFL-OBJ-J01KDN,13.92,8.42,direct,false,DFL-OBJ-002G8H,chance,right,rightLeg,otherPassFromOpenPlay,false,22.83,true,average,passOpenPlay,otherPassFromOpenPlay,0.0239,33,1,notComplicated,far,over,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,6.21,2023-05-27T15:49:12.240+02:00,30.89,18226900000272,6.29,31.65,ShotAtGoal,SuccessfulShot,37079,2023-05-27T15:49:09.560+02:00,7.46,31.39,DFL-CLU-00000S,0.68,2.99,3,direct,DFL-OBJ-0027FG,48.06,20.62,volley,false,DFL-OBJ-0027LO,sitter,right,leftLeg,crossFromOpenPlay,false,7.90,true,,crossOpenPlay,crossFromOpenPlay,0.8438,272,1,notComplicated,,,frontalVolley,1:0,7,correct,DFL-OBJ-0027FG,direct,false,,,,,,,,,DFL-OBJ-0027FG,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,30.86,2023-05-27T15:50:41.668+02:00,28.88,18226900000281,20.14,20.86,ShotAtGoal,ShotWide,39325,2023-05-27T15:50:39.400+02:00,20.72,20.30,DFL-CLU-00000S,0.32,2.23,7,direct,DFL-OBJ-0027LO,14.10,16.15,dribblingLess10m,false,DFL-OBJ-000199,chance,insideLeft,leftLeg,otherPassFromOpenPlay,false,24.84,false,average,passOpenPlay,otherPassFromOpenPlay,0.0405,281,1,notComplicated,far,right,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
DFL-MAT-J03WN1,91.27,2023-05-27T15:53:50.240+02:00,37.81,18226900000325,91.67,34.90,ShotAtGoal,ShotWide,44049,2023-05-27T15:53:48.360+02:00,90.87,35.39,DFL-CLU-00000B,1.40,1.33,3,direct,DFL-OBJ-002GOI,28.79,8.81,controlShot,false,DFL-OBJ-002G02,chance,insideRight,rightLeg,otherPassFromOpenPlay,false,14.20,true,average,passOpenPlay,otherPassFromOpenPlay,0.0448,325,4,notComplicated,far,over,,,,,,,,,,,,,,51410,,,,DFL_03_02_events_raw_DFL-COM-000001_DFL-MAT-J03WN1.xml,,,,
