ev.MatchId,ev.CalculatedFrame,ev.X-Source-Position,ev.EventTime,ev.Y-Source-Position,ev.CalculatedTimestamp,ev.EventId,ev.X-PositionFromTracking,ev.X-Position,ev.Y-PositionFromTracking,ev.Y-Position,setpiece_parent,Team,Pressure,GoalDistanceGoalkeeper,ShotOrigin,AssistTypeShotAtGoal,AssistShotAtGoal,AngleToGoal,PlayerSpeed,TakerBallControl,CounterAttack,Player,ChanceEvaluation,SetupOrigin,TypeOfShot,TakerSetup,AfterFreeKick,DistanceToGoal,InsideBox,SignificanceEvaluation,BuildUp,AssistAction,xG,BallPossessionPhase,AmountOfDefenders,ShotCondition,outcome,out.Placing,out.PitchMarking,ExtendedTypeOfShot,out.CurrentResult,out.GoalZone,out.RefDecisionEvaluation,out.Assist,out.AssistType,out.Solo,out.SaveEvaluation,out.GoalKeeper,out.SaveType,out.SaveResult,out.Player,out.GoalPrevented,ShotContribution,out.Location,SitterContribution,out.BlockedByOwnTeam,Penalty.Team,Penalty.CausingPlayer,Penalty.GoalkeeperBehaviour,Penalty.DecisionTimestamp,Penalty.ProspectiveTaker,Penalty.RefDecisionEvaluation,Penalty.RetakenPenalty,Penalty.PlayersInBox,Penalty.GoalkeeperMovement,PenaltyDirection,PenaltyExecution,src_file,out.DeflectionKeeper,ev.EndFrame,ev.StartFrame,FreeKick.DecisionTimestamp,FreeKick.Team,FreeKick.ExecutionMode,DirectFreeKickIntention,Rotation,out.AssistContribution,Penalty.FouledPlayer,ShotAssistFouledPlayer,out.AssistFouledPlayer,out.Error,out.DeflectionPlayer,goal
DFL-MAT-J03WR9,101268.0,89.77,2022-11-11 19:34:15.750000+01:00,43.83,2022-11-11T19:34:14.400+01:00,18242100000750,89.01,89.02,44.91,44.33,openPlay,DFL-CLU-00000I,0.14,1.64,2,direct,DFL-OBJ-00265G,17.95,11.56,direct,0,DFL-OBJ-0025YM,chance,insideRight,rightLeg,otherPassFromOpenPlay,0,19.36,1,average,passOpenPlay,otherPassFromOpenPlay,0.0617,750,1.0,notComplicated,ShotWide,far,over,scoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,102144.0,85.96,2022-11-11 19:34:52.112000+01:00,34.2,2022-11-11T19:34:49.440+01:00,18242100000756,85.68,85.92,34.99,33.35,openPlay,DFL-CLU-00000I,0.39,4.41,8,direct,DFL-OBJ-0028G2,21.4,12.11,direct,0,DFL-OBJ-0025YM,chance,insideRight,rightLeg,otherPassFromOpenPlay,0,19.35,0,average,passOpenPlay,otherPassFromOpenPlay,0.1443,756,0.0,notComplicated,ShotWide,near,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,103420.0,27.45,2022-11-11 19:35:40.263000+01:00,37.31,2022-11-11T19:35:40.480+01:00,18242100000767,26.56,25.88,36.08,36.25,openPlay,DFL-CLU-00000P,0.68,3.28,8,indirect,DFL-OBJ-J0130T,15.6,9.65,dribblingLess10m,0,DFL-OBJ-00008K,chance,insideRight,leftLeg,oppositionDefensiveAction,0,26.64,0,average,passOpenPlay,longPassFromOpenPlay,0.0224,767,2.0,notComplicated,ShotWide,far,overCrossbarLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,107264.0,99.29,2022-11-11 19:38:14.480000+01:00,28.48,2022-11-11T19:38:14.240+01:00,18242100000805,100.06,99.31,28.74,28.86,openPlay,DFL-CLU-00000I,1.14,0.16,3,direct,DFL-OBJ-0025YM,43.08,2.31,volley,0,DFL-OBJ-0000F9,chance,right,head,cornerKick,0,7.22,1,,cornerKick,cornerKick,0.116,805,1.0,veryComplicated,SuccessfulShot,,,frontalVolley,1:1,7,correct,DFL-OBJ-0025YM,direct,false,,,,,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,DFL-OBJ-J0130T,1
DFL-MAT-J03WR9,112358.0,89.97,2022-11-11 19:41:37.725000+01:00,34.6,2022-11-11T19:41:38.000+01:00,18242100000840,89.72,89.97,35.05,34.6,openPlay,DFL-CLU-00000I,0.68,1.88,3,direct,DFL-OBJ-0028G2,26.82,3.61,controlShot,0,DFL-OBJ-0002DT,chance,insideRight,rightLeg,otherPassFromOpenPlay,0,15.32,1,outstanding,passOpenPlay,otherPassFromOpenPlay,0.0663,840,1.0,notComplicated,SavedShot,,,,,,,,,,average,DFL-OBJ-0028FW,arms,cleared,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,123519.0,9.42,2022-11-11 19:49:08.438000+01:00,31.19,2022-11-11T19:49:04.440+01:00,18242100000950,10.78,10.89,29.77,28.66,openPlay,DFL-CLU-00000P,0.84,2.45,3,direct,DFL-OBJ-00008K,33.17,13.14,volley,0,DFL-OBJ-002FXT,chance,insideLeft,head,otherPassFromOpenPlay,0,11.58,1,decent,passOpenPlay,otherPassFromOpenPlay,0.0398,950,1.0,complicated,SavedShot,,,frontalVolley,,,,,,,average,DFL-OBJ-00003W,arms,held,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,131306.0,23.75,2022-11-11 19:54:14.177000+01:00,22.77,2022-11-11T19:54:15.920+01:00,18242100001031,24.19,24.48,22.22,23.37,openPlay,DFL-CLU-00000P,0.46,2.34,7,,,13.99,13.92,dribblingMore10m,0,DFL-OBJ-J0130T,chance,insideLeft,rightLeg,oppositionOtherAction,0,26.91,0,average,lossOfPossession,,0.0213,1031,2.0,notComplicated,BlockedShot,,,,,,,,,,,,,,DFL-OBJ-0026WW,false,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,140722.0,93.08,2022-11-11 20:00:34.504000+01:00,30.19,2022-11-11T20:00:32.560+01:00,18242100001126,92.85,93.01,25.89,26.46,openPlay,DFL-CLU-00000I,0.63,1.17,3,direct,DFL-OBJ-00021G,23.97,6.58,controlShot,0,DFL-OBJ-0000YE,chance,left,leftLeg,crossFromOpenPlay,0,14.61,1,average,crossOpenPlay,crossFromOpenPlay,0.0243,1126,1.0,complicated,ShotWide,far,overCrossbarLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,143908.0,8.42,2022-11-11 20:02:40.642000+01:00,38.71,2022-11-11T20:02:40.000+01:00,18242100001156,9.41,8.49,37.86,37.15,openPlay,DFL-CLU-00000P,1.26,1.15,3,direct,DFL-OBJ-J0130T,37.41,3.27,volley,0,DFL-OBJ-002GM9,chance,left,head,freeKick,0,10.17,1,average,freeKick,freeKick,0.0132,1156,1.0,veryComplicated,SavedShot,,,frontalVolley,,,,,,,average,DFL-OBJ-00003W,arms,held,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,145949.0,76.73,2022-11-11 20:04:00.634000+01:00,24.96,2022-11-11T20:04:01.640+01:00,18242100001163,76.48,76.73,25.46,24.96,FreeKick,DFL-CLU-00000I,0.01,1.31,8,,,13.45,13.79,setPiece,0,DFL-OBJ-00017G,chance,insideRight,leftLeg,ownSetPiece,1,29.77,0,average,freeKick,fouled,0.0433,1163,2.0,notComplicated,ShotWide,near,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,146022,145538,2022-11-11T20:03:05.698+01:00,DFL-CLU-00000I,direct,underWall,other,,,DFL-OBJ-0001ZY,,,,0
DFL-MAT-J03WR9,160173.0,41.38,2022-11-11 20:13:32.395000+01:00,36.51,2022-11-11T20:13:30.600+01:00,18242100001288,20.27,22.68,35.44,35.75,openPlay,DFL-CLU-00000P,1.4,3.78,8,,,20.37,13.67,dribblingMore10m,0,DFL-OBJ-J0130T,chance,insideLeft,leftLeg,oppositionMisplacedPass,0,20.32,0,average,lossOfPossession,,0.0324,1288,2.0,notComplicated,BlockedShot,,,,,,,,,,,,,,DFL-OBJ-0026WW,false,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,162056.0,14.23,2022-11-11 20:14:55.268000+01:00,31.49,2022-11-11T20:14:45.920+01:00,18242100001300,14.28,13.89,31.22,31.95,openPlay,DFL-CLU-00000P,0.65,1.38,3,direct,DFL-OBJ-002FXT,27.8,8.12,volley,0,DFL-OBJ-0000F8,chance,right,leftLeg,header,0,14.55,1,outstanding,freeKick,header,0.1023,1300,2.0,notComplicated,SavedShot,,,frontalVolley,,,,,,,average,DFL-OBJ-00003W,arms,cleared,,,63270,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,162638.0,6.41,2022-11-11 20:15:12.620000+01:00,39.92,2022-11-11T20:15:09.200+01:00,18242100001303,7.37,6.41,39.15,39.92,openPlay,DFL-CLU-00000P,1.54,1.37,3,direct,DFL-OBJ-002G5J,38.66,11.34,volley,0,DFL-OBJ-J01CVM,chance,right,rightLeg,cornerKick,0,8.99,1,decent,cornerKick,cornerKick,0.0171,1303,2.0,veryComplicated,ShotWide,near,over,frontalVolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,168797.0,10.62,2022-11-11 20:19:21.040000+01:00,35.3,2022-11-11T20:19:15.560+01:00,18242100001324,10.33,10.62,34.26,35.3,openPlay,DFL-CLU-00000P,0.91,1.9,3,direct,DFL-OBJ-J01NQ8,39.0,7.15,volley,0,DFL-OBJ-J0130T,chance,right,head,crossFromOpenPlay,0,10.33,1,average,crossOpenPlay,crossFromOpenPlay,0.0314,1324,1.0,complicated,ShotWide,far,right,frontalVolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,,,,,,0
DFL-MAT-J03WR9,,87.32,2022-11-11 20:24:13.360000+01:00,9.19,,18242100001386,,94.18,,33.9,Penalty,DFL-CLU-00000I,0.0,,3,,,37.0,,setPiece,0,DFL-OBJ-00017G,sitter,right,leftLeg,ownSetPiece,0,11.0,1,,penaltyKick,fouled,0.767,1386,,notComplicated,SuccessfulShot,,,,1:2,11,correct,,,false,,,,,,,,,DFL-OBJ-002GPI,,DFL-CLU-00000I,DFL-OBJ-J01KJ5,regular,2022-11-11T20:22:44.680+01:00,DFL-OBJ-00017G,controversial,false,both,right,101,targetedShot,DFL_03_02_events_raw_DFL-COM-000002_DFL-MAT-J03WR9.xml,,,,,,,,,,DFL-OBJ-002GPI,DFL-OBJ-002GPI,DFL-OBJ-002GPI,,,1
